ResellerKey|GeographyKey|ResellerAlternateKey|Phone|BusinessType|ResellerName|NumberEmployees|OrderFrequency|OrderMonth|FirstOrderYear|LastOrderYear|ProductLine|AddressLine1|AddressLine2|AnnualSales|BankName|MinPaymentType|MinPaymentAmount|AnnualRevenue|YearOpened
632|212|AW00000632|1 (11) 500 555-0156|Warehouse|Ultimate Bicycle Company|94|Q|5|2013|2013|Mountain|12, rue Lafayette||3000000.00|International Security|||300000.00|1978
633|116|AW00000633|1 (11) 500 555-0144|Value Added Reseller|Rustic Bike Store|12|S|6|2013|2013|Touring|Buergermeister-ulrich-str 3000|Buchhaltung|800000.00|Primary International|1||80000.00|1980
634|14|AW00000634|1 (11) 500 555-0159|Specialty Bike Shop|Sensible Sports|33|A|4|2012|2013|Touring|Level 5|157 Liverpool Street|1500000.00|United Security|2||150000.00|1982
635|235|AW00000635|1 (11) 500 555-0110|Warehouse|Sports Store|95|Q|6|2012|2013|Mountain|Internet House, 3399 Science Park||3000000.00|Primary Bank & Reserve|3|600.00|300000.00|1984
636|444|AW00000636|117-555-0110|Value Added Reseller|Recreation Systems|14|S|6|2012|2013|Road|Logansport Mall||800000.00|Guardian Bank|3|200.00|80000.00|1986
637|93|AW00000637|666-555-0143|Specialty Bike Shop|Reliable Retail Center|32|A|6|2012|2013|Road|609 Evans Avenue||1500000.00|Reserve Security|2||150000.00|1988
638|200|AW00000638|1 (11) 500 555-0175|Warehouse|Metropolitan Equipment|96|Q|5|2012|2013|Road|88, avenue de l' Union Centrale||3000000.00|International Bank|1||300000.00|1990
639|118|AW00000639|1 (11) 500 555-0178|Value Added Reseller|Producer Goods Clearinghouse|16|S|4|2012|2013|Road|Postfach 55 00 00||800000.00|International Security|||80000.00|1992
640|30|AW00000640|1 (11) 500 555-0196|Specialty Bike Shop|Liquidation Sales|31|A|6|2013|2013|Touring|No. 6|Millenium Court|1500000.00|Primary International|1||150000.00|1994
641|252|AW00000641|1 (11) 500 555-0140|Warehouse|Extended Tours|97|Q|4|2011|2012|Road|7 Garden House Cloisters, 8 Batters||3000000.00|United Security|2||300000.00|1996
642|459|AW00000642|215-555-0197|Value Added Reseller|Fitness Sport Boutique|18|S|5|2012|2012|Mountain|Dansk Square||800000.00|Primary Bank & Reserve|3|600.00|80000.00|1998
643|468|AW00000643|537-555-0190|Specialty Bike Shop|Friendly Bike Shop|30|A|4|2011|2012|Road|Port Huron||1500000.00|Guardian Bank|||150000.00|2000
644|549|AW00000644|684-555-0134|Warehouse|Convenient Sales and Service|98|Q|6|2012|2013|Road|950 Gateway Street||3000000.00|Reserve Security|1||300000.00|2002
645|536|AW00000645|784-555-0120|Value Added Reseller|Superior Hardware Distributors|20|S|5|2012|2013|Mountain|250775 SW Hillsdale Hwy||1000000.00|International Bank|2||100000.00|2004
646|487|AW00000646|470-555-0171|Specialty Bike Shop|Yellow Bicycle Company|29|A|1|2010|2013|Mountain|St. Louis Marketplace||1000000.00|International Security|3|600.00|100000.00|2005
647|571|AW00000647|918-555-0141|Warehouse|Solid Bike Parts|99|Q|6|2011|2012|Road|Lincoln Square||3000000.00|Primary International|3|1000.00|300000.00|2003
648|317|AW00000648|158-555-0154|Value Added Reseller|Small Bike Shop|19|S|6|2011|2013|Mountain|Corp Ofc Accts Payable||800000.00|United Security|2||80000.00|2004
649|367|AW00000649|245-555-0191|Specialty Bike Shop|Sports Products Store|28|A|6|2012|2013|Road|Po Box 252525||1000000.00|Primary Bank & Reserve|1||100000.00|1975
650|511|AW00000650|265-555-0143|Warehouse|Permanent Finish Products|100|Q|5|2011|2013|Mountain|62500 Neil Road||3000000.00|Guardian Bank|||300000.00|2003
651|417|AW00000651|456-555-0184|Value Added Reseller|Retread Tire Company|18|S|6|2012|2012|Road|9935 Robert C Daniel Jr Parkway||800000.00|Reserve Security|1||80000.00|1979
652|424|AW00000652|774-555-0177|Specialty Bike Shop|Selected Distributors|27|A|6|2012|2012|Mountain|99535 Dallas Highway||1000000.00|International Bank|2||100000.00|2002
653|93|AW00000653|680-555-0160|Warehouse|Mercantile Outlet|66|Q|5|2012|2012|Mountain|2520 Flanders Road||3000000.00|International Security|3|600.00|300000.00|1983
654|74|AW00000654|214-555-0145|Value Added Reseller|Online Bike Warehouse|17|S|12|2012|2012|Road|32605 West 252 Mile Road, Suite 250||800000.00|Primary International|||80000.00|2001
655|102|AW00000655|790-555-0197|Value Added Reseller|Operational Manufacturing|2|S|6|2013|2013|Mountain|25730, boul. St-R‚gis||300000.00|United Security|1||30000.00|1974
656|196|AW00000656|1 (11) 500 555-0134|Specialty Bike Shop|Impervious Paint Company|10|A|5|2013|2013|Mountain|3383, rue Lamarck||800000.00|Primary Bank & Reserve|2||80000.00|1976
657|136|AW00000657|1 (11) 500 555-0158|Warehouse|Links Works|40|Q||||Mountain|Helsenbergbogen 6||1500000.00|Guardian Bank|3|600.00|150000.00|1978
658|1|AW00000658|1 (11) 500 555-0197|Value Added Reseller|Mass Market Bikes|5|S||||Touring|Level 59||300000.00|Reserve Security|3|200.00|30000.00|1980
659|248|AW00000659|1 (11) 500 555-0174|Specialty Bike Shop|Shipping Specialists|13|A|5|2013|2013|Road|25 Hartfield Road, Wimbledon||800000.00|International Bank|2||80000.00|1982
660|462|AW00000660|371-555-0184|Warehouse|Exhilarating Cycles|43|Q|4|2011|2013|Road|Kensington Valley Shops||1500000.00|International Security|1||150000.00|1984
661|41|AW00000661|143-555-0129|Value Added Reseller|General Department Stores|8|S|5|2011|2013|Mountain|253131 Lake Frasier Drive, Office No. 2||300000.00|Primary International|||30000.00|1986
662|185|AW00000662|1 (11) 500 555-0146|Specialty Bike Shop|Finer Sporting Goods|16|A|5|2013|2013|Touring|28, avenue des Champs-Elys‚es||800000.00|United Security|1||80000.00|1988
663|137|AW00000663|1 (11) 500 555-0112|Warehouse|Capital Riding Supplies|46|Q|5|2013|2013|Mountain|Buergermeister-ulrich-str 9500||1500000.00|Primary Bank & Reserve|2||150000.00|1990
664|35|AW00000664|1 (11) 500 555-0118|Value Added Reseller|Eastside Cycle Shop|11|S|4|2012|2013|Touring|45671 Queens Road Ct.||800000.00|Guardian Bank|3|600.00|80000.00|1992
665|255|AW00000665|1 (11) 500 555-0178|Specialty Bike Shop|Authentic Sales and Service|19|A|6|2012|2012|Mountain|99 Dean Street, Soho||800000.00|Reserve Security|||80000.00|1994
666|526|AW00000666|916-555-0133|Warehouse|Bike Boutique|49|Q|5|2012|2013|Road|Polaris Town Center||1500000.00|International Bank|1||150000.00|1996
667|523|AW00000667|272-555-0126|Value Added Reseller|Traditional Department Stores|14|S|5|2012|2013|Mountain|Green Acres Mall||800000.00|International Security|2||80000.00|1998
668|619|AW00000668|942-555-0141|Specialty Bike Shop|Official Parts Shop|22|A|4|2011|2013|Road|9905 Three Rivers Drive||1000000.00|Primary International|3|600.00|100000.00|2000
669|617|AW00000669|899-555-0134|Warehouse|Racing Bike Outlet|52|Q|5|2012|2013|Road|225 South 314th Street||3000000.00|United Security|3|1000.00|300000.00|2002
670|485|AW00000670|859-555-0140|Value Added Reseller|First Bike Store|17|S|4|2010|2013|Road|Kansas City Factory Outlet||800000.00|Primary Bank & Reserve|2||80000.00|2004
671|591|AW00000671|747-555-0113|Specialty Bike Shop|Contoso, Ltd.|25|A||||Road|Fiesta Trail Shopping Center||1000000.00|Guardian Bank|1||100000.00|2005
672|596|AW00000672|169-555-0178|Warehouse|Utilitarian Sporting Goods|55|Q|6|2013|2013|Touring|4635 S. Harrison Blvd.||3000000.00|Reserve Security|||300000.00|2003
673|594|AW00000673|107-555-0117|Value Added Reseller|Countryside Company|20|S|4|2012|2013|Mountain|825 W 500 S||1000000.00|International Bank|1||100000.00|2004
674|314|AW00000674|685-555-0117|Specialty Bike Shop|Discount Tours|28|A|6|2011|2013|Road|603 Gellert Blvd||1000000.00|International Security|2||100000.00|1975
675|410|AW00000675|698-555-0183|Warehouse|Bike Goods|58|Q|6|2011|2013|Road|254075 Biscayne Blvd.||3000000.00|Primary International|3|600.00|300000.00|2003
676|418|AW00000676|967-555-0129|Value Added Reseller|Better Bike Shop|19|S|4|2010|2013|Mountain|42525 Austell Road||800000.00|United Security|||80000.00|1979
677|88|AW00000677|394-555-0168|Specialty Bike Shop|Tire Exchange|31|A|5|2012|2013|Mountain|9984 Wellington Street||1500000.00|Primary Bank & Reserve|1||150000.00|2002
678|93|AW00000678|916-555-0137|Warehouse|Vigorous Exercise Company|61|Q|6|2011|2013|Mountain|9950 Ferrand Drive, 9th Floor||3000000.00|Guardian Bank|2||300000.00|1983
679|104|AW00000679|393-555-0167|Value Added Reseller|Superb Sales and Repair|18|S|4|2010|2013|Road|990th Floor 700 De La GauchetiSre Ou||800000.00|Reserve Security|3|600.00|80000.00|2001
680|218|AW00000680|1 (11) 500 555-0139|Specialty Bike Shop|Racing Tours|34|A|5|2013|2013|Mountain|21, avenue de la Gare||1500000.00|International Bank|3|600.00|150000.00|1987
681|178|AW00000681|1 (11) 500 555-0153|Warehouse|Showcase for Cycles|64|Q|4|2013|2013|Road|Erftplatz 22||3000000.00|International Security|2||300000.00|2000
682|10|AW00000682|1 (11) 500 555-0182|Value Added Reseller|Popular Bike Lines|17|S|6|2013|2013|Touring|Level 7|80 Arthur Street|800000.00|Primary International|1||80000.00|1991
683|257|AW00000683|1 (11) 500 555-0137|Specialty Bike Shop|Oils and Fluids Warehouse|37|A|5|2012|2013|Mountain|Park House-4th Floor, 2516 Park St.||1500000.00|United Security|||150000.00|1999
684|396|AW00000684|158-555-0188|Warehouse|Lease-a-Bike Shop|67|Q|5|2011|2013|Road|Connecticut Post Mall||3000000.00|Primary Bank & Reserve|1||300000.00|1995
685|107|AW00000685|763-555-0120|Value Added Reseller|Family Cycle Store|16|S|6|2012|2013|Mountain|660 Saint-Jacques, Bureau 400||800000.00|Guardian Bank|2||80000.00|1998
686|219|AW00000686|1 (11) 500 555-0177|Specialty Bike Shop|Finished Parts Shop|40|A|5|2012|2013|Mountain|62, route de Marseille||1500000.00|Reserve Security|3|600.00|150000.00|1999
687|159|AW00000687|1 (11) 500 555-0178|Warehouse|Functional Store South|70|Q|5|2013|2013|Mountain|Viktoria-Luise-Platz 475||3000000.00|International Bank|||300000.00|1997
688|18|AW00000688|1 (11) 500 555-0191|Value Added Reseller|Bike Part Wholesalers|15|S|6|2013|2013|Touring|254a Baker Street|Botany|800000.00|International Security|1||80000.00|2003
689|249|AW00000689|1 (11) 500 555-0113|Specialty Bike Shop|Consumer Equipment|43|A||||Road|67 Vincent Square, Victoria||1500000.00|Primary International|2||150000.00|1996
690|528|AW00000690|362-555-0121|Warehouse|Active Cycling|73|Q|3|2012|2012|Road|Indian Mound Mall||3000000.00|United Security|3|600.00|300000.00|2002
691|397|AW00000691|751-555-0119|Value Added Reseller|Mountain Bike Store|14|S|4|2012|2013|Touring|Amity Plaza||800000.00|Primary Bank & Reserve|3|200.00|80000.00|1995
692|550|AW00000692|143-555-0113|Specialty Bike Shop|Successful Sales Company|46|A|6|2012|2013|Road|7009 Sw Hall Blvd.||1500000.00|Guardian Bank|2||150000.00|2001
693|540|AW00000693|539-555-0121|Warehouse|Stock Parts and Supplies|76|Q|5|2013|2013|Touring|99295 S.e. Tualatin Valley_hwy.||3000000.00|Reserve Security|1||300000.00|1994
694|478|AW00000694|713-555-0168|Value Added Reseller|The Accessories Store|13|S|8|2012|2013|Road|Medford Outlet Center||800000.00|International Bank|||80000.00|2000
695|484|AW00000695|620-555-0117|Specialty Bike Shop|Responsible Bike Dealers|49|A|6|2012|2013|Mountain|Ward Parkway Center||1500000.00|International Security|1||150000.00|1993
696|598|AW00000696|962-555-0144|Warehouse|Roadway Supplies|79|Q|2|2011|2011|Road|2564 S. Redwood Rd.||3000000.00|Primary International|2||300000.00|1999
697|601|AW00000697|774-555-0133|Value Added Reseller|Brakes and Gears|12|S|5|2011|2013|Mountain|9927 N. Main St.||800000.00|United Security|3|600.00|80000.00|1992
698|595|AW00000698|944-555-0148|Specialty Bike Shop|Western Bike Supplies|48|A|4|2011|2012|Road|566 S. Main||1500000.00|Primary Bank & Reserve|||150000.00|1998
699|496|AW00000699|716-555-0123|Warehouse|Sensational Discount Store|80|Q|3|2013|2013|Road|6333 Cloverleaf Parkway||3000000.00|Guardian Bank|1||300000.00|1991
700|494|AW00000700|703-555-0158|Value Added Reseller|Underglaze and Finish Company|11|S|5|2013|2013|Road|8520 University City Blvd||800000.00|Reserve Security|2||80000.00|1997
701|41|AW00000701|674-555-0188|Warehouse|Future Bikes|81|Q|6|2012|2013|Road|67255 - 8th Street N.E., Suite 350||3000000.00|Guardian Bank|3|600.00|300000.00|1996
